station,lat,long,1-1-2018,2-1-2018,3-1-2018,4-1-2018,5-1-2018,6-1-2018,7-1-2018,8-1-2018,9-1-2018,10-1-2018,11-1-2018,12-1-2018,13-1-2018,14-1-2018,15-1-2018,16-1-2018,17-1-2018,18-1-2018,19-1-2018,20-1-2018,21-1-2018,22-1-2018,23-1-2018,24-1-2018,25-1-2018,26-1-2018,27-1-2018,28-1-2018,29-1-2018,30-1-2018,31-1-2018,1-2-2018,2-2-2018,3-2-2018,4-2-2018,5-2-2018,6-2-2018,7-2-2018,8-2-2018,9-2-2018,10-2-2018,11-2-2018,12-2-2018,13-2-2018,14-2-2018,15-2-2018,16-2-2018,17-2-2018,18-2-2018,19-2-2018,20-2-2018,21-2-2018,22-2-2018,23-2-2018,24-2-2018,25-2-2018,26-2-2018,27-2-2018,28-2-2018,1-3-2018,2-3-2018,3-3-2018,4-3-2018,5-3-2018,6-3-2018,7-3-2018,8-3-2018,9-3-2018,10-3-2018,11-3-2018,12-3-2018,13-3-2018,14-3-2018,15-3-2018,16-3-2018,17-3-2018,18-3-2018,19-3-2018,20-3-2018,21-3-2018,22-3-2018,23-3-2018,24-3-2018,25-3-2018,26-3-2018,27-3-2018,28-3-2018,29-3-2018,30-3-2018,31-3-2018,1-4-2018,2-4-2018,3-4-2018,4-4-2018,5-4-2018,6-4-2018,7-4-2018,8-4-2018,9-4-2018,10-4-2018,11-4-2018,12-4-2018,13-4-2018,14-4-2018,15-4-2018,16-4-2018,17-4-2018,18-4-2018,19-4-2018,20-4-2018,21-4-2018,22-4-2018,23-4-2018,24-4-2018,25-4-2018,26-4-2018,27-4-2018,28-4-2018,29-4-2018,30-4-2018,1-5-2018,2-5-2018,3-5-2018,4-5-2018,5-5-2018,6-5-2018,7-5-2018,8-5-2018,9-5-2018,10-5-2018,11-5-2018,12-5-2018,13-5-2018,14-5-2018,15-5-2018,16-5-2018,17-5-2018,18-5-2018,19-5-2018,20-5-2018,21-5-2018,22-5-2018,23-5-2018,24-5-2018,25-5-2018,26-5-2018,27-5-2018,28-5-2018,29-5-2018,30-5-2018,31-5-2018,1-6-2018,2-6-2018,3-6-2018,4-6-2018,5-6-2018,6-6-2018,7-6-2018,8-6-2018,9-6-2018,10-6-2018,11-6-2018,12-6-2018,13-6-2018,14-6-2018,15-6-2018,16-6-2018,17-6-2018,18-6-2018,19-6-2018,20-6-2018,21-6-2018,22-6-2018,23-6-2018,24-6-2018,25-6-2018,26-6-2018,27-6-2018,28-6-2018,29-6-2018,30-6-2018,1-7-2018,2-7-2018,3-7-2018,4-7-2018,5-7-2018,6-7-2018,7-7-2018,8-7-2018,9-7-2018,10-7-2018,11-7-2018,12-7-2018,13-7-2018,14-7-2018,15-7-2018,16-7-2018,17-7-2018,18-7-2018,19-7-2018,20-7-2018,21-7-2018,22-7-2018,23-7-2018,24-7-2018,25-7-2018,26-7-2018,27-7-2018,28-7-2018,29-7-2018,30-7-2018,31-7-2018,1-8-2018,2-8-2018,3-8-2018,4-8-2018,5-8-2018,6-8-2018,7-8-2018,8-8-2018,9-8-2018,10-8-2018,11-8-2018,12-8-2018,13-8-2018,14-8-2018,15-8-2018,16-8-2018,17-8-2018,18-8-2018,19-8-2018,20-8-2018,21-8-2018,22-8-2018,23-8-2018,24-8-2018,25-8-2018,26-8-2018,27-8-2018,28-8-2018,29-8-2018,30-8-2018,31-8-2018,1-9-2018,2-9-2018,3-9-2018,4-9-2018,5-9-2018,6-9-2018,7-9-2018,8-9-2018,9-9-2018,10-9-2018,11-9-2018,12-9-2018,13-9-2018,14-9-2018,15-9-2018,16-9-2018,17-9-2018,18-9-2018,19-9-2018,20-9-2018,21-9-2018,22-9-2018,23-9-2018,24-9-2018,25-9-2018,26-9-2018,27-9-2018,28-9-2018,29-9-2018,30-9-2018,1-10-2018,2-10-2018,3-10-2018,4-10-2018,5-10-2018,6-10-2018,7-10-2018,8-10-2018,9-10-2018,10-10-2018,11-10-2018,12-10-2018,13-10-2018,14-10-2018,15-10-2018,16-10-2018,17-10-2018,18-10-2018,19-10-2018,20-10-2018,21-10-2018,22-10-2018,23-10-2018,24-10-2018,25-10-2018,26-10-2018,27-10-2018,28-10-2018,29-10-2018,30-10-2018,31-10-2018,1-11-2018,2-11-2018,3-11-2018,4-11-2018,5-11-2018,6-11-2018,7-11-2018,8-11-2018,9-11-2018,10-11-2018,11-11-2018,12-11-2018,13-11-2018,14-11-2018,15-11-2018,16-11-2018,17-11-2018,18-11-2018,19-11-2018,20-11-2018,21-11-2018,22-11-2018,23-11-2018,24-11-2018,25-11-2018,26-11-2018,27-11-2018,28-11-2018,29-11-2018,30-11-2018,1-12-2018,2-12-2018,3-12-2018,4-12-2018,5-12-2018,6-12-2018,7-12-2018,8-12-2018,9-12-2018,10-12-2018,11-12-2018,12-12-2018,13-12-2018,14-12-2018,15-12-2018,16-12-2018,17-12-2018,18-12-2018,19-12-2018,20-12-2018,21-12-2018,22-12-2018,23-12-2018,24-12-2018,25-12-2018,26-12-2018,27-12-2018,28-12-2018,29-12-2018,30-12-2018,31-12-2018
BNMK,16.189769599999998,104.516352,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,40.8,1.8,1.0,0.0,9.8,13.0,0.0,0.0,0.0,0.0,16.6,17.2,0.0,0.0,0.0,10.0,0.2,26.0,0.0,-99999.0,0.0,84.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,6.0,0.2,1.8,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.0,-99999.0,-99999.0,-99999.0,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMKN,18.528992000000002,98.8210816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,9.6,0.0,0.0,2.2,5.0,-99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,1.4,0.8,0.8,0.8,0.8,0.6,0.4,0.8,0.8,1.0,0.2,0.8,0.8,0.8,0.6,0.6,0.4,0.6,0.4,0.2,0.4,0.0,0.2,0.2,0.0,0.2,1.0,0.0,38.8,24.4,0.6,0.0,2.4,8.8,11.6,0.6,15.8,28.6,2.4,0.0,0.0,0.2,0.0,0.0,0.0,5.8,8.8,7.8,2.8,1.2,0.0,0.0,0.4,0.4,4.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,2.4,0.2,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.0,14.4,0.0,0.0,0.0,4.4,1.6,1.4,0.2,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,2.4,0.2,0.0,0.0,1.2,0.6,0.0,0.0,0.0,0.0,0.4,3.2,31.4,3.6,4.6,0.0,0.0,0.6,1.0,0.0,1.2,2.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.6,0.2,0.0,0.0,3.8,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,8.4,26.8,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,26.2,0.0,40.8,43.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,28.8,0.0,0.0,0.0,0.0,2.0,0.0,0.8,0.0,38.8,44.4,9.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.4,3.4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,1.0,0.2
YCUM,12.099038400000001,99.7065152,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-99999.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,1.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,36.4,35.4,0.0,56.6,8.6,29.2,0.0,0.0,0.8,0.0,10.4,0.0,0.0,0.0,36.2,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.4,23.2,1.4,0.0,4.2,0.2,0.0,0.0,0.2,10.8,4.4,17.8,78.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.0,2.4,16.6,28.2,5.6,0.0,0.8,1.0,7.4,0.0,0.0,7.0,2.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,55.6,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,0.0,4.6,0.8,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
BSPN,11.076248800000002,99.44528000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.6,0.0,0.4,0.6,0.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,25.0,64.4,22.6,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,37.6,0.0,0.0,0.2,7.4,2.0,4.2,0.2,1.6,8.0,16.4,49.2,0.0,0.8,14.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,237.2,158.0,23.6,57.6,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,6.8,0.0,0.0,0.0,0.0,24.8,0.0,0.0,70.2,56.2,82.2,74.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0
PALU,12.5294304,99.5438016,0.0,0.0,0.0,0.0,0.0,7.6,0.4,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,1.6,0.2,79.0,2.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,3.6,0.0,8.2,0.0,0.0,0.0,0.4,4.8,0.0,0.0,17.8,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,27.4,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,25.6,1.0,2.6,2.2,3.6,0.0,18.8,-99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,16.4,1.4,0.0,19.4,0.0,0.0,0.0,2.4,18.2,18.2,0.0,25.6,33.8,7.6,11.6,0.0,0.0,0.0,0.0,0.0,11.8,1.6,3.2,0.0,0.8,0.0,0.0,0.0,35.4,0.2,0.2,0.0,3.8,1.2,0.0,0.0,0.4,0.2,5.8,0.0,0.0,1.0,0.0,0.0,0.8,0.0,3.0,0.0,1.0,0.2,8.6,5.4,1.6,2.2,6.4,1.4,7.4,5.0,1.4,0.8,0.2,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.2,6.0,1.0,14.0,0.0,0.0,6.6,3.4,2.2,2.6,2.2,0.0,0.0,0.0,2.8,4.2,1.2,10.6,2.6,6.4,13.2,17.8,9.0,3.0,1.6,1.8,10.8,0.0,0.4,3.2,0.0,3.0,0.0,3.0,19.8,1.2,12.2,6.2,10.4,5.0,26.4,5.8,0.4,0.0,0.0,0.8,4.8,3.2,10.6,4.2,6.4,6.0,15.6,11.2,4.2,2.8,0.0,0.0,0.0,8.6,11.0,15.4,2.8,2.8,1.2,3.4,0.6,0.2,0.0,0.0,3.6,0.2,0.0,0.0,0.8,16.8,0.0,0.0,0.0,0.4,1.4,0.0,0.2,1.0,4.0,0.0,6.2,2.6,14.8,14.6,10.2,4.0,2.2,8.4,0.0,0.0,0.0,0.0,0.0,13.8,25.4,2.4,0.0,0.4,1.4,0.0,0.0,0.0,1.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
KOSR,13.942395199999998,99.4963072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,44.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,19.8,0.2,6.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.2,0.0,-99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.8,0.0,9.8,0.0,0.0,0.4,0.0,0.0,0.0,25.0,9.8,12.4,3.6,46.0,16.2,10.4,3.2,27.0,14.2,0.2,0.6,0.0,0.0,0.0,14.8,0.0,0.0,0.0,0.4,0.0,0.0,1.6,0.0,0.0,2.8,0.2,0.0,30.0,0.4,17.4,2.4,0.0,0.0,6.6,12.6,0.0,0.8,0.0,2.4,0.0,0.2,2.6,8.2,5.6,1.2,0.4,1.2,1.4,1.6,0.4,0.4,2.2,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.2,2.8,0.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2,0.4,0.8,0.2,0.0,0.2,3.2,2.8,0.4,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,8.4,1.2,0.6,0.2,0.0,0.0,0.0,0.0,0.2,0.6,0.0,1.0,0.0,0.0,0.2,1.0,0.4,0.0,0.0,0.0,1.6,13.2,7.6,18.6,0.2,0.6,0.0,11.2,0.0,0.0,0.2,5.4,7.2,0.0,1.0,10.0,0.0,0.6,0.0,0.0,8.4,18.8,17.4,0.8,0.2,0.6,3.4,0.2,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,36.4,0.2,15.6,23.8,10.8,0.4,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.8,1.4,0.0,3.8,0.2,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.2,0.0
